160.0409,183.5331
160.4551,184.0555
161.0007,184.4125
161.4999,184.7867
162.0203,185.0997
162.5353,185.3797
163.0532,185.6164
163.5692,185.8126
164.0831,185.9731
164.578,186.1692
165.0782,186.3547
165.5801,186.5385
166.0718,186.7381
166.5511,186.957
167.0128,187.2048
167.4561,187.4816
167.8782,187.7863
168.2772,188.1171
168.6522,188.4716
169.0036,188.8469
169.3338,189.2391
169.6456,189.645
169.9429,190.0596
170.2172,190.4888
170.4548,190.9408
170.653,191.4129
170.8098,191.902
170.9249,192.4045
170.9997,192.9167
171.0402,193.435
171.0531,193.9565
171.0496,194.4791
171.0523,195.0013
171.0526,195.5237
171.0539,196.046
171.0546,196.5683
171.056,197.0906
171.0559,197.6129
171.0596,198.1352
171.0534,198.6576
171.0744,199.1799
171.0744,199.7023
171.0744,200.2246
171.0744,200.7469
171.0744,201.2693
171.0744,201.7916
171.0744,202.314
171.0744,202.8363
171.0744,203.3587
171.0744,203.881
171.0744,204.4033
171.0744,204.9257
171.0744,205.448
171.096,205.9704
171.096,206.4927
171.096,207.015
171.096,207.5374
171.096,208.0597
171.096,208.5821
171.096,209.1044
171.096,209.6268
171.096,210.1491
171.096,210.6714
171.096,211.1938
171.096,211.7161
171.096,212.2385
171.1176,212.7608
171.1176,213.2832
171.1176,213.8055
171.1176,214.3278
171.1176,214.8502
171.1176,215.3725
171.1176,215.8949
171.1176,216.4172
171.1176,216.9396
171.1176,217.4619
171.1176,217.9842
171.1176,218.5066
171.1176,219.0289
171.1405,219.5513
171.1341,220.0736
171.1386,220.5959
171.1395,221.1182
171.1405,221.6405
171.1449,222.1627
171.1389,222.6853
171.1638,223.2066
171.1724,223.7286
171.2025,224.2496
171.2574,224.7693
171.3316,225.2877
171.4321,225.8043
171.5258,226.3214
171.6135,226.8389
171.7259,227.3548
171.8616,227.8688
172.0204,228.3811
172.2074,228.8895
172.4077,229.3968
172.6643,229.8915
172.9101,230.3889
173.1796,230.8805
173.4745,231.3649
173.7973,231.8404
174.1487,232.3051
174.5283,232.7562
174.9375,233.1912
175.376,233.6057
175.8447,233.9982
176.2838,234.3871
176.6996,234.791
177.0805,235.2046
177.4254,235.6292
177.7288,236.064
177.9887,236.5085
178.2024,236.962
178.3688,237.4239
178.4879,237.8933
178.562,238.3695
178.5982,238.8512
178.6146,239.3357
178.6542,239.8168
178.644,240.3054
178.5818,240.8009
178.4679,241.3025
178.3002,241.8093
178.0864,242.3212
177.8094,242.8414
177.5334,243.3568
177.3177,243.8783
177.1189,244.3999
176.9624,244.9218
176.837,245.4439
176.7423,245.966
176.6622,246.4882
176.5645,247.0103
176.5051,247.5326
176.4862,248.055
176.5131,248.5773
176.5806,249.0997
176.6864,249.622
176.818,250.1443
176.9133,250.6667
177.0333,251.189
177.11,251.7114
177.2007,252.2337
177.286,252.7561
177.3733,253.2784
177.4599,253.8008
177.5467,254.3231
177.6334,254.8454
177.7202,255.3678
177.8069,255.8901
177.8936,256.4125
177.9803,256.9348
178.067,257.4572
178.1536,257.9795
178.2403,258.5018
178.3269,259.0242
178.4135,259.5465
178.5001,260.0688
178.5867,260.5912
178.6733,261.1135
178.7598,261.6359
178.8463,262.1582
178.9329,262.6806
179.0194,263.2029
179.1059,263.7253
179.1924,264.2476
179.2789,264.7699
179.3653,265.2923
179.4518,265.8146
179.5382,266.337
179.6246,266.8593
179.7111,267.3817
